главный,гла'вный,"main, chief, principal, head",Haupt-; Chef-,главне'е,са'мый гла'вный,гла'вен,главна',гла'вно,гла'вны,гла'вный,гла'вного,гла'вному,"гла'вный,гла'вного",гла'вным,гла'вном,гла'вная,гла'вной,гла'вной,гла'вную,"гла'вной,(гла'вною)",гла'вной,гла'вное,гла'вного,гла'вному,гла'вное,гла'вным,гла'вном,гла'вные,гла'вных,гла'вным,"гла'вные,гла'вных",гла'вными,гла'вных
никакой,никако'й,"no...at all, no...whatsoever, none","kein, keinerlei",,,,,,,никако'й,никако'го,никако'му,"никако'й,никако'го",никаки'м,никако'м,никака'я,никако'й,никако'й,никаку'ю,"никако'й, никако'ю",никако'й,никако'е,никако'го,никако'му,никако'е,никаки'м,никако'м,никаки'е,никаки'х,никаки'м,"никаки'е,никаки'х",никаки'ми,никаки'х
некоторый,не'который,"some, some people","einige, ein gewisser",,,,,,,не'который,не'которого,не'которому,"не'которого, не'который",не'которым,не'котором,не'которая,не'которой,не'которой,не'которую,не'которой,не'которой,не'которое,не'которого,не'которому,не'которое,не'которым,некотором,не'которые,не'которых,не'которым,"не'которых, не'которые",не'которыми,не'которых
далёкий,далёкий,far,"fern, weit, entfernt, entlegen, fremd",,,далёк,далека',далеко',далеки'//далёки,далёкий,далёкого,далёкому,"далёкий,далёкого",далёким,далёком,далёкая,далёкой,далёкой,далёкую,"далёкой, далёкою",далёкой,далёкое,далёкого,далёкому,далёкое,далёким,далёком,далёкие,далёких,далёким,"далёкие,далёких",далёкими,далёких
маленький,ма'ленький,"small, little, diminutive, slight, young, baby, child","klein, winzig",ме'ньше;ме'ньший,наиме'ньший,мал,мала',мало',малы',ма'ленький,ма'ленького,ма'ленькому,"ма'ленький,ма'ленького",ма'леньким,ма'леньком,ма'ленькая,ма'ленькой,ма'ленькой,ма'ленькую,"ма'ленькой,(ма'ленькою)",ма'ленькой,ма'ленькое,ма'ленького,ма'ленькому,ма'ленькое,ма'леньким,ма'леньком,ма'ленькие,ма'леньких,ма'леньким,"ма'ленькие,ма'леньких",ма'ленькими,ма'леньких
советский,сове'тский,Soviet,sowjetisch,,,,,,,сове'тский,сове'тского,сове'тскому,"сове'тский,сове'тского",сове'тским,сове'тском,сове'тская,сове'тской,сове'тской,сове'тскую,"сове'тской,(сове'тскою)",сове'тской,сове'тское,сове'тского,сове'тскому,сове'тское,сове'тским,сове'тском,сове'тские,сове'тских,сове'тским,"сове'тские,сове'тских",сове'тскими,сове'тских
русский,ру'сский,Russian,russisch,,,,,,,ру'сский,ру'сского,ру'сскому,"ру'сского,ру'сский",ру'сским,ру'сском,ру'сская,ру'сской,ру'сской,ру'сскую,"ру'сской,ру'сскою",ру'сской,ру'сское,ру'сского,ру'сскому,ру'сское,ру'сским,ру'сском,ру'сские,ру'сских,ру'сским,"ру'сских,ру'сские",ру'сскими,ру'сских
полный,по'лный,is full of,"voll, völlig, vollständig (komplett, lückenlos); vollschlank, mollig, füllig, korpulent",полне'е,полне'йший,по'лон,полна',полно',полны',по'лный,по'лного,по'лному,"по'лный,по'лного",по'лным,по'лном,по'лная,по'лной,по'лной,по'лную,"по'лной,(по'лною)",по'лной,по'лное,по'лного,по'лному,по'лное,по'лным,по'лном,по'лные,по'лных,по'лным,"по'лные,по'лных",по'лными,по'лных
любой,любо'й,"any, every, anyone, either","jeder, jede, jedes, jeden; beliebig, x-beliebig",,,,,,,любо'й,любо'го,любо'му,"любо'й,любо'го",любы'м,любо'м,люба'я,любо'й,любо'й,любу'ю,"любо'й, любо'ю",любо'й,любо'е,любо'го,любо'му,любо'е,любы'м,любо'м,любы'е,любы'х,любы'м,"любы'е,любы'х",любы'ми,любы'х
известный,изве'стный,"well-known, known, notorious; certain; famous","bekannt, berühmt, berüchtigt; bestimmt, gewiß",,,изве'стен,изве'стна,изве'стно,изве'стны,изве'стный,изве'стного,изве'стному,"изве'стный,изве'стного",изве'стным,изве'стном,изве'стная,изве'стной,изве'стной,изве'стную,"изве'стной,(изве'стною)",изве'стной,изве'стное,изве'стного,изве'стному,изве'стное,изве'стным,изве'стном,изве'стные,изве'стных,изве'стным,"изве'стные,изве'стных",изве'стными,изве'стных
общий,о'бщий,"general, common, mutual, aggregate, total","gemeinsam, allgemein, grundlegend, Gesamt-",,,о'бщ,обща',о'бще,о'бщи,о'бщий,о'бщего,о'бщему,"о'бщего,о'бщий",о'бщим,о'бщем,о'бщая,о'бщей,о'бщей,о'бщую,"о'бщей,о'бщею",о'бщей,о'бщее,о'бщего,о'бщему,о'бщее,о'бщим,о'бщем,о'бщие,о'бщих,о'бщим,"о'бщих,о'бщие",о'бщими,о'бщих
прошлый,про'шлый,past; last,"vergangene, vorige",,,,,,,про'шлый,про'шлого,про'шлому,"про'шлый, про'шлого",про'шлым,про'шлом,про'шлая,про'шлой,про'шлой,про'шлую,"про'шлой, про'шлою",про'шлой,про'шлое,про'шлого,про'шлому,про'шлое,про'шлым,про'шлом,про'шлые,про'шлых,про'шлым,"про'шлые, про'шлых",про'шлыми,про'шлых
похожий,похо'жий,"similar, resembling, alike","ähnlich; aussehen, scheinen (als ob, wie)",,,похо'ж,похо'жа,похо'же,похо'жи,похо'жий,похо'жего,похо'жему,"похо'жий,похо'жего",похо'жим,похо'жем,похо'жая,похо'жей,похо'жей,похо'жую,"похо'жей,(похо'жею)",похо'жей,похо'жее,похо'жего,похо'жему,похо'жее,похо'жим,похо'жем,похо'жие,похо'жих,похо'жим,"похо'жие,похо'жих",похо'жими,похо'жих
красный,кра'сный,red,rot,красне'е,красне'йший,кра'сен,красна',"кра'сно,красно'","кра'сны,красны'",кра'сный,кра'сного,кра'сному,"кра'сный,кра'сного",кра'сным,кра'сном,кра'сная,кра'сной,кра'сной,кра'сную,"кра'сной,(кра'сною)",кра'сной,кра'сное,кра'сного,кра'сному,кра'сное,кра'сным,кра'сном,кра'сные,кра'сных,кра'сным,"кра'сные,кра'сных",кра'сными,кра'сных
высокий,высо'кий,high; tall,"hoch, erhaben; groß",вы'ше,высоча'йший;вы'сший,высо'к,высока',"высоко',высо'ко","высоки',высо'ки",высо'кий,высо'кого,высо'кому,"высо'кий,высо'кого",высо'ким,высо'ком,высо'кая,высо'кой,высо'кой,высо'кую,"высо'кой,(высо'кою)",высо'кой,высо'кое,высо'кого,высо'кому,высо'кое,высо'ким,высо'ком,высо'кие,высо'ких,высо'ким,"высо'кие,высо'ких",высо'кими,высо'ких
ранний,ра'нний,early,"früh, Früh-, zeitig, frühzeitig",ра'ньше,,,,,,ра'нний,ра'ннего,ра'ннему,"ра'нний,ра'ннего",ра'нним,ра'ннем,ра'нняя,ра'нней,ра'нней,ра'ннюю,"ра'нней,(ра'ннею)",ра'нней,ра'ннее,ра'ннего,ра'ннему,ра'ннее,ра'нним,ра'ннем,ра'нние,ра'нних,ра'нним,"ра'нние,ра'нних",ра'нними,ра'нних
целый,це'лый,"whole, entire","ganz, voll, heil, unversehrt",,,цел,цела',це'ло,це'лы,це'лый,це'лого,це'лому,"це'лого,це'лый",це'лым,це'лом,це'лая,це'лой,це'лой,це'лую,"це'лой,це'лою",це'лой,це'лое,це'лого,це'лому,це'лое,це'лым,це'лом,це'лые,це'лых,це'лым,"це'лых,це'лые",це'лыми,це'лых
молодой,молодо'й,"young, youthful, new, bridegroom","jung; jugendlich, angehend",моло'же,молодейший,мо'лод,молода',мо'лодо,мо'лоды,молодо'й,молодо'го,молодо'му,"молодо'го,молодо'й",молоды'м,молодо'м,молода'я,молодо'й,молодо'й,молоду'ю,"молодо'й,молодо'ю",молодо'й,молодо'е,молодо'го,молодо'му,молодо'е,молоды'м,молодо'м,молоды'е,молоды'х,молоды'м,"молоды'х,молоды'е",молоды'ми,молоды'х
огромный,огро'мный,"enormous, huge, vast","riesig, Riesen-, riesengroß; gewaltig, enorm",,,огро'мен,огро'мна,огро'мно,огро'мны,огро'мный,огро'много,огро'мному,"огро'мный,огро'много",огро'мным,огро'мном,огро'мная,огро'мной,огро'мной,огро'мную,"огро'мной,(огро'мною)",огро'мной,огро'мное,огро'много,огро'мному,огро'мное,огро'мным,огро'мном,огро'мные,огро'мных,огро'мным,"огро'мные,огро'мных",огро'мными,огро'мных
настоящий,настоя'щий,"real, genuine, true, complete, utter","echt, authentisch; wahr, wahrhaft, aufrichtig, richtig, wirklich; gegenwärtig",,,,,,,настоя'щий,настоя'щего,настоя'щему,"настоя'щий,настоя'щего",настоя'щим,настоя'щем,настоя'щая,настоя'щей,настоя'щей,настоя'щую,"настоя'щей,(настоя'щею)",настоя'щей,настоя'щее,настоя'щего,настоя'щему,настоя'щее,настоя'щим,настоя'щем,настоя'щие,настоя'щих,настоя'щим,"настоя'щие,настоя'щих",настоя'щими,настоя'щих
живой,живо'й,alive,"lebend, live, Lebe-; lebendig (lebhaft, rege, munter)",,,жив,жива',жи'во,жи'вы,живо'й,живо'го,живо'му,"живо'го,живо'й",живы'м,живо'м,жива'я,живо'й,живо'й,живу'ю,"живо'й,живо'ю",живо'й,живо'е,живо'го,живо'му,живо'е,живы'м,живо'м,живы'е,живы'х,живы'м,"живы'х,живы'е",живы'ми,живы'х
чёрный,чёрный,black,schwarz,,,чёрен,черна',черно',черны',чёрный,чёрного,чёрному,"чёрный,чёрного",чёрным,чёрном,чёрная,чёрной,чёрной,чёрную,"чёрной, чёрною",чёрной,чёрное,чёрного,чёрному,чёрное,чёрным,чёрном,чёрные,чёрных,чёрным,"чёрные,чёрных",чёрными,чёрных
собственный,со'бственный,own,"eigene(r, s), Eigen-, * (persönlich); eigentlich",,,"со'бствен, со'бственен",со'бственно,со'бственна,со'бственны,со'бственный,со'бственного,со'бственному,"со'бственный,со'бственного",со'бственным,со'бственном,со'бственная,со'бственной,со'бственной,со'бственную,"со'бственной,(со'бственною)",со'бственной,со'бственное,со'бственного,со'бственному,со'бственное,со'бственным,со'бственном,со'бственные,со'бственных,со'бственным,"со'бственные,со'бственных",со'бственными,со'бственных
разный,ра'зный,"different, diverse, various","verschieden, unterschiedlich, verschiedenartig, allerlei",,,ра'зен,ра'зна,ра'зно,ра'зны,ра'зный,ра'зного,ра'зному,"ра'зный,ра'зного",ра'зным,ра'зном,ра'зная,ра'зной,ра'зной,ра'зную,"ра'зной,(ра'зною)",ра'зной,ра'зное,ра'зного,ра'зному,ра'зное,ра'зным,ра'зном,ра'зные,ра'зных,ра'зным,"ра'зные,ра'зных",ра'зными,ра'зных
третий,тре'тий,third,der dritte,,,,,,,тре'тий,тре'тьего,тре'тьему,"тре'тьего,тре'тий",тре'тьим,тре'тьем,тре'тья,тре'тьей,тре'тьей,тре'тью,"тре'тьей,тре'тьею",тре'тьей,тре'тье,тре'тьего,тре'тьему,тре'тье,тре'тьим,тре'тьем,тре'тьи,тре'тьих,тре'тьим,"тре'тьих,тре'тьи",тре'тьими,тре'тьих
великий,вели'кий,"great, the Great, Grand","groß, bedeutend, gewaltig",бо'льше;бо'лее,велича'йший,вели'к,велика',велико',велики',вели'кий,вели'кого,вели'кому,"вели'кий,вели'кого",вели'ким,вели'ком,вели'кая,вели'кой,вели'кой,вели'кую,"вели'кой,(вели'кою)",вели'кой,вели'кое,вели'кого,вели'кому,вели'кое,вели'ким,вели'ком,вели'кие,вели'ких,вели'ким,"вели'кие,вели'ких",вели'кими,вели'ких
следующий,сле'дующий,"next, following",nächste; folgende,,,,,,,сле'дующий,сле'дующего,сле'дующему,"сле'дующего,сле'дующий",сле'дующим,сле'дующем,сле'дующая,сле'дующей,сле'дующей,сле'дующую,"сле'дующей,сле'дующею",сле'дующей,сле'дующее,сле'дующего,сле'дующему,сле'дующее,сле'дующим,сле'дующем,сле'дующие,сле'дующих,сле'дующим,"сле'дующих,сле'дующие",сле'дующими,сле'дующих
тяжёлый,тяжёлый,"heavy; hard, difficult, severe","schwer; schwierig, kompliziert, ernst",тяжеле'е,тяжеле'йший,тяжёл,тяжела',тяжело',тяжелы',тяжёлый,тяжёлого,тяжёлому,"тяжёлый,тяжёлого",тяжёлым,тяжёлом,тяжёлая,тяжёлой,тяжёлой,тяжёлую,"тяжёлой,(тяжёлою)",тяжёлой,тяжёлое,тяжёлого,тяжёлому,тяжёлое,тяжёлым,тяжёлом,тяжёлые,тяжёлых,тяжёлым,"тяжёлые,тяжёлых",тяжёлыми,тяжёлых
готовый,гото'вый,"ready, prepared, willing, on the point, finished, ready-made",bereit; fertig,,,гото'в,гото'ва,гото'во,гото'вы,гото'вый,гото'вого,гото'вому,"гото'вый,гото'вого",гото'вым,гото'вом,гото'вая,гото'вой,гото'вой,гото'вую,"гото'вой,(гото'вою)",гото'вой,гото'вое,гото'вого,гото'вому,гото'вое,гото'вым,гото'вом,гото'вые,гото'вых,гото'вым,"гото'вые,гото'вых",гото'выми,гото'вых
личный,ли'чный,"personal, private","persönlich, privat, Privat-, eigen, Personal-",,,ли'чен,ли'чна,ли'чно,ли'чны,ли'чный,ли'чного,ли'чному,"ли'чный,ли'чного",ли'чным,ли'чном,ли'чная,ли'чной,ли'чной,ли'чную,"ли'чной,(ли'чною)",ли'чной,ли'чное,ли'чного,ли'чному,ли'чное,ли'чным,ли'чном,ли'чные,ли'чных,ли'чным,"ли'чные,ли'чных",ли'чными,ли'чных
длинный,дли'нный,"long, lengthy",lang,длинне'е,длинне'йший,дли'нен,длинна',длинно',длинны',дли'нный,дли'нного,дли'нному,"дли'нный,дли'нного",дли'нным,дли'нном,дли'нная,дли'нной,дли'нной,дли'нную,"дли'нной,(дли'нною)",дли'нной,дли'нное,дли'нного,дли'нному,дли'нное,дли'нным,дли'нном,дли'нные,дли'нных,дли'нным,"дли'нные,дли'нных",дли'нными,дли'нных
сильный,си'льный,"strong, powerful, fierce, keen, intense, violent, towering, potent, impressive, hard, heavy, good","stark, kräftig, heftig, leistungsstark; gewaltig, mächtig",сильне'е,сильне'йший,силён,сильна',си'льно,"си'льны,сильны'",си'льный,си'льного,си'льному,"си'льный,си'льного",си'льным,си'льном,си'льная,си'льной,си'льной,си'льную,"си'льной,(си'льною)",си'льной,си'льное,си'льного,си'льному,си'льное,си'льным,си'льном,си'льные,си'льных,си'льным,"си'льные,си'льных",си'льными,си'льных
иной,ино'й,"different, other, some","anders, anderweitig, jemand anderes",,,,,,,ино'й,ино'го,ино'му,"ино'й,ино'го",ины'м,ино'м,ина'я,ино'й,ино'й,ину'ю,"ино'й, ино'ю",ино'й,ино'е,ино'го,ино'му,ино'е,ины'м,ино'м,ины'е,ины'х,ины'м,"ины'е,ины'х",ины'ми,ины'х
скорый,ско'рый,"quick, fast, near, forthcoming","schnell, rasch; baldig",скоре'е,скоре'йший,ско'р,скора',ско'ро,ско'ры,ско'рый,ско'рого,ско'рому,"ско'рый,ско'рого",ско'рым,ско'ром,ско'рая,ско'рой,ско'рой,ско'рую,"ско'рой,(ско'рою)",ско'рой,ско'рое,ско'рого,ско'рому,ско'рое,ско'рым,ско'ром,ско'рые,ско'рых,ско'рым,"ско'рые,ско'рых",ско'рыми,ско'рых
простой,просто'й,"simple, easy, common, plain, mere","einfach, leicht, simpel, unkompliziert",про'ще,просте'йший,про'ст,проста',про'сто,"про'сты,просты'",просто'й,просто'го,просто'му,"просто'й,просто'го",просты'м,просто'м,проста'я,просто'й,просто'й,просту'ю,"просто'й,(просто'ю)",просто'й,просто'е,просто'го,просто'му,просто'е,просты'м,просто'м,просты'е,просты'х,просты'м,"просты'е,просты'х",просты'ми,просты'х
военный,вое'нный,"military, soldier, military man, serviceman, the military","Militär-, Kriegs-, Rustungs-, militärisch, Wehr-",,,вое'нен,вое'нна,вое'нно,вое'нны,вое'нный,вое'нного,вое'нному,"вое'нный,вое'нного",вое'нным,вое'нном,вое'нная,вое'нной,вое'нной,вое'нную,"вое'нной,(вое'нною)",вое'нной,вое'нное,вое'нного,вое'нному,вое'нное,вое'нным,вое'нном,вое'нные,вое'нных,вое'нным,"вое'нные,вое'нных",вое'нными,вое'нных
кой,кой,"which, that","welcher, was für, was für ein, welch",,,,,,,ко'й,ко'его,ко'ему,"ко'й,ко'его",ко'им,ко'ем,ко'я,ко'ей,ко'ей,ко'ю,"ко'ей, ко'ею",ко'ей,ко'е,ко'его,ко'ему,ко'е,ко'им,ко'ем,ко'и,ко'их,ко'им,"ко'и,ко'их",ко'ими,ко'их
зелёный,зелёный,green,"grün; noch grün, unerfahren, unreif",зелене'е,зелене'йший,зе'лен,зелена',зе'лено,"зе'лены,зелены'",зелёный,зелёного,зелёному,"зелёный, зелёного",зелёным,зелёном,зелёная,зелёной,зелёной,зелёную,"зелёной, зелёною",зелёной,зелёное,зелёного,зелёному,зелёное,зелёным,зелёном,зелёные,зелёных,зелёным,"зелёные, зелёных",зелёными,зелёных
лучший,лу'чший,"better, best, the best, the better","bester, besserer, am besten; der Beste",,,,,,,лу'чший,лу'чшего,лу'чшему,"лу'чший,лу'чшего",лу'чшим,лу'чшем,лу'чшая,лу'чшей,лу'чшей,лу'чшую,"лу'чшей,(лу'чшею)",лу'чшей,лу'чшее,лу'чшего,лу'чшему,лу'чшее,лу'чшим,лу'чшем,лу'чшие,лу'чших,лу'чшим,"лу'чшие,лу'чших",лу'чшими,лу'чших
странный,стра'нный,"strange, queer, odd, funny, rum","seltsam, sonderbar, merkwürdig, schrullig",,,стра'нен,странна',стра'нно,стра'нны,стра'нный,стра'нного,стра'нному,"стра'нный,стра'нного",стра'нным,стра'нном,стра'нная,стра'нной,стра'нной,стра'нную,"стра'нной,(стра'нною)",стра'нной,стра'нное,стра'нного,стра'нному,стра'нное,стра'нным,стра'нном,стра'нные,стра'нных,стра'нным,"стра'нные,стра'нных",стра'нными,стра'нных
страшный,стра'шный,"terrible, frightful, fearful, dreadful","furchtbar, fürchterlich, grässlich; schrecklich, schlimm; bange",,,стра'шен,страшна',стра'шно,"страшны',стра'шны",стра'шный,стра'шного,стра'шному,"стра'шный,стра'шного",стра'шным,стра'шном,стра'шная,стра'шной,стра'шной,стра'шную,"стра'шной,(стра'шною)",стра'шной,стра'шное,стра'шного,стра'шному,стра'шное,стра'шным,стра'шном,стра'шные,стра'шных,стра'шным,"стра'шные,стра'шных",стра'шными,стра'шных
единственный,еди'нственный,"only, sole","einziger, der einzige",,,еди'нственен,еди'нственна,еди'нственно,еди'нственны,еди'нственный,еди'нственного,еди'нственному,"еди'нственный,еди'нственного",еди'нственным,еди'нственном,еди'нственная,еди'нственной,еди'нственной,еди'нственную,"еди'нственной,(еди'нственною)",еди'нственной,еди'нственное,еди'нственного,еди'нственному,еди'нственное,еди'нственным,еди'нственном,еди'нственные,еди'нственных,еди'нственным,"еди'нственные,еди'нственных",еди'нственными,еди'нственных
российский,росси'йский,"Russian; white, real Russian, comparing to nationality","russisch, Russland-",,,,,,,росси'йский,росси'йского,росси'йскому,"росси'йского,росси'йский",росси'йским,росси'йском,росси'йская,росси'йской,росси'йской,росси'йскую,"росси'йской,росси'йскою",росси'йской,росси'йское,росси'йского,росси'йскому,росси'йское,росси'йским,росси'йском,росси'йские,росси'йских,росси'йским,"росси'йских,росси'йские",росси'йскими,росси'йских
